iter	Logloss
417	0.261083285
418	0.2609677441
419	0.2608866653
420	0.2608103464
421	0.2606943064
422	0.2606320185
423	0.2605921501
424	0.2604494867
425	0.2603615045
426	0.2602805485
427	0.2602304703
428	0.2601888539
429	0.2601302156
430	0.2600663581
431	0.260010076
432	0.2599381866
433	0.2598738286
434	0.2597383736
435	0.2596834761
436	0.2596065919
437	0.259579178
438	0.2595116872
439	0.2594439098
440	0.2593559785
441	0.2593063062
442	0.2592421549
443	0.25917009
444	0.2590807279
445	0.259024528
446	0.2589740408
447	0.2589059372
448	0.2588297291
449	0.2587440925
450	0.2586382377
451	0.2585669454
452	0.2584717194
453	0.2584257239
454	0.2583658024
455	0.2583059276
456	0.2582145922
457	0.2581503808
458	0.2581349475
459	0.2580516727
460	0.2580360105
461	0.2579439384
462	0.2578667989
463	0.2577973364
464	0.2577160344
465	0.2576698348
466	0.2575615316
467	0.2574788835
468	0.257410065
469	0.2573021482
470	0.2572416646
471	0.2571820728
472	0.2571211756
473	0.2570159139
474	0.2569273402
475	0.2568331362
476	0.2567570151
477	0.2567128146
478	0.2566361201
479	0.2565613706
480	0.2564954881
481	0.2564060277
482	0.2562922689
483	0.2562275372
484	0.2561649615
485	0.2561066579
486	0.2559973305
487	0.2559462689
488	0.2558939558
489	0.2558347188
490	0.2557344799
491	0.2556646196
492	0.2556289476
493	0.2555656646
494	0.2554840847
495	0.2554417831
496	0.2553981224
497	0.2553488526
498	0.2552148749
499	0.25515524
500	0.2551091979
501	0.2550322983
502	0.2549385457
503	0.2548337185
504	0.2547699861
505	0.2547019722
506	0.2546545468
507	0.2545664485
508	0.2544788414
509	0.2544151118
510	0.2543552651
511	0.2542707577
512	0.2541811602
513	0.2540750083
514	0.253990602
515	0.2539043768
516	0.2538290842
517	0.253721721
518	0.2536950161
519	0.2536398669
520	0.2535836488
521	0.2535229994
522	0.2534625119
523	0.2534272821
524	0.2533678067
525	0.253324318
526	0.2532377202
527	0.2531728209
528	0.2531189208
529	0.2530278111
530	0.2529247478
531	0.2528291993
532	0.2527702814
533	0.2527587071
534	0.2526710193
535	0.2525839226
536	0.2525271898
537	0.2524145269
538	0.2523450666
539	0.252250498
540	0.2522022185
541	0.2521409838
542	0.25206158
543	0.2519519165
544	0.2519044386
545	0.2518408631
546	0.2517746146
547	0.2516793674
548	0.2516407972
549	0.2515871233
550	0.251550811
551	0.2514938129
552	0.2514095512
553	0.2513344555
554	0.2512493189
555	0.2511766081
556	0.251106054
557	0.251053753
558	0.2510018492
559	0.2509394653
560	0.2508319854
561	0.250754748
562	0.2506815329
563	0.2505966169
564	0.2505492102
565	0.2505188518
566	0.2504390908
567	0.2503621161
568	0.250279669
569	0.2501833604
570	0.2501442247
571	0.2500756598
572	0.2500335635
573	0.2499476256
574	0.2498524235
575	0.2497589183
576	0.249688574
577	0.2496176357
578	0.2495781137
579	0.2495374191
580	0.2494617506
581	0.2493536496
582	0.2493039547
583	0.2492407147
584	0.2491673672
585	0.2490817319
586	0.2489858614
587	0.248934537
588	0.2488507815
589	0.2487931139
590	0.2486797555
591	0.2485865839
592	0.2485410066
593	0.2484960335
594	0.2484315461
595	0.2483940642
596	0.2483357097
597	0.2482915637
598	0.2482029183
599	0.2481137497
600	0.2480184565
601	0.2479138022
602	0.2478796627
603	0.2478220557
604	0.2477323471
605	0.2476587745
606	0.2475908091
607	0.2475363862
608	0.2474865286
609	0.2474071351
610	0.2473563853
611	0.2472874389
612	0.2472182037
613	0.2471659165
614	0.2471147433
615	0.2470642237
616	0.2470022995
617	0.2469537832
618	0.2469179952
619	0.2468266057
620	0.2467604967
621	0.2466694529
622	0.2465969354
623	0.2465539955
624	0.2464790318
625	0.2464071458
626	0.2463727078
627	0.2462973093
628	0.2462311088
629	0.2461838512
630	0.2461125994
631	0.2460017503
632	0.2459344839
633	0.2458595845
634	0.2457996211
635	0.2457252562
636	0.2456652254
637	0.2456166875
638	0.2455525245
639	0.2455094879
640	0.2454325904
641	0.245355404
642	0.2452978321
643	0.2452392727
644	0.2451653234
645	0.2451069984
646	0.2450419024
647	0.2449873057
648	0.2449394948
649	0.2448739896
650	0.2448334125
651	0.2447782052
652	0.2447108119
653	0.2446384864
654	0.2445848488
655	0.2445374085
656	0.2444821819
657	0.2444193145
658	0.2443891894
659	0.2443440186
660	0.2443033233
661	0.2442521504
662	0.2441691606
663	0.2441285856
664	0.24407011
665	0.2440185574
666	0.2439180681
667	0.2438781076
668	0.2438099952
669	0.2437663569
670	0.2437142179
671	0.2436721603
672	0.2436305944
673	0.243563817
674	0.2435341805
675	0.2434810885
676	0.2434119425
677	0.2433207972
678	0.2432717087
679	0.2431714699
680	0.2431346673
681	0.2430589171
682	0.2430057022
683	0.242954913
684	0.2428972705
685	0.2428503804
686	0.242777746
687	0.2427022595
688	0.2426598826
689	0.2425489621
690	0.2425043848
691	0.2424195881
692	0.2423302844
693	0.2422652664
694	0.2422348952
695	0.2422051377
696	0.2421714344
697	0.2420872019
698	0.2420326811
699	0.2419679625
700	0.241915292
701	0.2418756133
702	0.2418033991
703	0.2417071401
704	0.2416151376
705	0.2415373344
706	0.2414604521
707	0.2413762872
708	0.2413242673
709	0.2412291889
710	0.2411618198
711	0.2411158865
712	0.2410297072
713	0.2409456803
714	0.2408681751
715	0.2408160355
716	0.2407240543
717	0.2406597647
718	0.2406076671
719	0.2405432965
720	0.2404899239
721	0.2404229395
722	0.2403483787
723	0.2402917985
724	0.2402234663
725	0.2401663816
726	0.2400985788
727	0.2400275206
728	0.2399599278
729	0.2399012846
730	0.2398766003
731	0.239827077
732	0.239777555
733	0.239725778
734	0.2396797627
735	0.2395958541
736	0.2395048184
737	0.2394587973
738	0.2394101733
739	0.2393261522
740	0.2392733951
741	0.2391882938
742	0.2391374709
743	0.2390815826
744	0.2390261294
745	0.2389922894
746	0.2389293001
747	0.2388476759
748	0.2387654134
749	0.2386838183
750	0.2386470863
751	0.2385652337
752	0.2385158318
753	0.2384370859
754	0.2383668293
755	0.2383146745
756	0.2382501996
757	0.2382221525
758	0.2381657595
759	0.2380972818
760	0.2380317164
761	0.2379673513
762	0.2379211103
763	0.2378890424
764	0.2378394829
765	0.2377951157
766	0.2377477812
767	0.2376836802
768	0.2376203557
769	0.2375588983
770	0.237501727
771	0.2374285247
772	0.237359405
773	0.2373246306
774	0.2372773444
775	0.2372411076
776	0.2371756642
777	0.2371373044
778	0.2370627139
779	0.2370020799
780	0.2369521233
781	0.2369028958
782	0.2368206492
783	0.236746256
784	0.2366745356
785	0.2366506861
786	0.2365887877
787	0.2365564739
788	0.2365387436
789	0.2364913277
790	0.2364624795
791	0.2363773045
792	0.2363402315
793	0.23629297
794	0.2362197122
795	0.2361715819
796	0.2361177033
797	0.2360465846
798	0.2360012065
799	0.2359652379
800	0.2359064478
801	0.2358671096
802	0.2358107721
803	0.2357486445
804	0.2356873346
805	0.2356286387
806	0.2355734263
807	0.2355141526
808	0.2354741626
809	0.2354318929
810	0.2353766632
811	0.2353170179
812	0.2352816092
813	0.2352224889
814	0.2351899082
815	0.2351227725
816	0.2350769424
817	0.2350294663
818	0.2349751654
819	0.2349200073
820	0.2348705093
821	0.234821654
822	0.2347795034
823	0.2347143436
824	0.2346391464
825	0.2345912062
826	0.2345347359
827	0.2344658707
828	0.2343971104
829	0.2343517867
830	0.2342973137
831	0.2342575533
832	0.2342010023
833	0.2341484037
834	0.2341040628
835	0.2340448126
836	0.2339843268
837	0.2339385056
838	0.2338791868
839	0.233811029
840	0.2337402318
841	0.2337076059
842	0.233674228
843	0.2335909924
844	0.2335274664
845	0.2335022348
846	0.2334452564
847	0.2333927979
848	0.2333044347
849	0.233265882
850	0.233233815
851	0.233158724
852	0.2330908846
853	0.2330080963
854	0.2329670748
855	0.2328865464
856	0.2328539737
857	0.2328024463
858	0.2327653225
859	0.2327350337
860	0.2326711299
861	0.2326341283
862	0.2325803949
863	0.2325669307
864	0.2324832299
865	0.2324094086
866	0.2323789131
867	0.2323075221
868	0.2322352184
869	0.232197386
870	0.2321092092
871	0.2320550616
872	0.2320170911
873	0.2319903127
874	0.2319427986
875	0.2318855745
876	0.231829422
877	0.231779674
878	0.2317143197
879	0.2316822811
880	0.231648878
881	0.2315586096
882	0.2314998284
883	0.2314314844
884	0.2313851979
885	0.2313082281
886	0.2312273807
887	0.2311638725
888	0.2311262351
889	0.2310693116
890	0.2310223359
891	0.2309750071
892	0.230905947
893	0.2308372111
894	0.2308126482
895	0.2307581163
896	0.2307236181
897	0.2306799067
898	0.2306327401
899	0.2305762459
900	0.2305309259
901	0.2304691868
902	0.2304107208
903	0.2303743923
904	0.2303201416
905	0.2302611265
906	0.2302187522
907	0.2301736757
908	0.2300854876
909	0.2300409791
910	0.2299842466
911	0.2299352471
912	0.2298990689
913	0.2298701977
914	0.2298362943
915	0.2297836015
916	0.2297391648
917	0.2296547577
918	0.2296021013
919	0.2295770073
920	0.2295486042
921	0.2295048392
922	0.2294540795
923	0.2293948126
924	0.2293443079
925	0.2292625665
926	0.2291982403
927	0.2291634976
928	0.2291235779
929	0.2290711332
930	0.229031019
931	0.2289953377
932	0.228960011
933	0.2288981706
934	0.2288479469
935	0.2287956123
936	0.2287443852
937	0.2286509295
938	0.2285805765
939	0.22850291
940	0.2284318479
941	0.2283884117
942	0.2283830538
943	0.2283380596
944	0.2282465264
945	0.2281779795
946	0.228153172
947	0.2281179992
948	0.2280858033
949	0.2280374117
950	0.2279536911
951	0.2278948805
952	0.2278733048
953	0.2278319439
954	0.2277867689
955	0.2277405551
956	0.2276849139
957	0.2276190094
958	0.2275530462
959	0.2275026198
960	0.227427512
961	0.2273830229
962	0.2273246743
963	0.2272598182
964	0.2272107147
965	0.2271894241
966	0.2271399266
967	0.2271141682
968	0.2270507283
969	0.2270010546
970	0.2269597951
971	0.2268891243
972	0.2267822848
973	0.2267459765
974	0.2267045327
975	0.2266446639
976	0.2265803598
977	0.2265259431
978	0.2264579342
979	0.2264256975
980	0.2263706329
981	0.2263180091
982	0.2262687975
983	0.2262214721
984	0.2261449164
985	0.2260986094
986	0.2260129129
987	0.2259541069
988	0.2259197117
989	0.2258478059
990	0.2257960791
991	0.2257662284
992	0.2257382811
993	0.2256810989
994	0.2256412528
995	0.2256203872
996	0.2255812462
997	0.2255264236
998	0.225492129
999	0.2254247628
